,time,process_effort_s,process_skill_use_s,process_workload_burnt,comms_total_words,comms_equity,triage_count,team_score,elapsed_ms,team_score_agg,critic_victim,noncritic_victim,BLUE_anger,BLUE_marking_skill,BLUE_mission_knowledge,BLUE_role,BLUE_anxiety,BLUE_gaming_experience,BLUE_sbsod,BLUE_rmie,BLUE_walking_skill,BLUE_transporting_skill,RED_anger,RED_marking_skill,RED_mission_knowledge,RED_role,RED_anxiety,RED_gaming_experience,RED_sbsod,RED_rmie,RED_walking_skill,RED_transporting_skill,GREEN_anger,GREEN_marking_skill,GREEN_mission_knowledge,GREEN_role,GREEN_anxiety,GREEN_gaming_experience,GREEN_sbsod,GREEN_rmie,GREEN_walking_skill,GREEN_transporting_skill,team_marking_skill_sd,team_rmie_mean,team_transporting_skill_sd,team_anger_sd,team_gaming_experience_sd,team_walking_skill_mean,team_transporting_skill_mean,team_mission_knowledge_mean,team_rmie_sd,team_anger_mean,team_sbsod_mean,team_sbsod_sd,team_gaming_experience_mean,team_mission_knowledge_sd,team_anxiety_mean,team_anxiety_sd,team_walking_skill_sd,team_marking_skill_mean,Blue,Green,Red,team,trial,time.1,filename,study,condition-id,condition-agent-name,map-order
10,00:10:00,23.633333333333336,9.356666666666667,0.009303333333333332,1042.8333333333333,221.16666666666663,0.3333333333333333,50,652721,360,1.0,0.0,2.5,6.11,120.0,Engineering_Specialist,2.5,4.0,4.87,0.667,0.262,12.3,1.0,5.17,100.0,Medical_Specialist,1.0,5.0,6.8,0.75,0.198,6.1,1.5,2.49,140.0,Transport_Specialist,1.75,5.0,5.87,0.9440000000000001,0.16,2.95,1.53,0.787,3.87,0.624,0.47100000000000003,0.207,7.1,120.0,0.11599999999999999,1.67,5.84,0.789,4.67,16.3,1.75,0.612,0.042,4.59,E001268,E001228,E000809,TM000321,T000842,0 days 00:10:02.624000000,HSRData_TrialMessages_Trial-T000842_Team-TM000321_Member-na_CondBtwn-ASI-UAZ-TA1_CondWin-na_Vers-1.metadata,asist3,7,UAZ,C-D
11,00:11:00,27.18333333333333,10.255,0.0032116666666666674,1135.5,242.5,0.16666666666666666,10,712805,370,0.0,10.0,2.5,6.11,120.0,Engineering_Specialist,2.5,4.0,4.87,0.667,0.262,12.3,1.0,5.17,100.0,Medical_Specialist,1.0,5.0,6.8,0.75,0.198,6.1,1.5,2.49,140.0,Transport_Specialist,1.75,5.0,5.87,0.9440000000000001,0.16,2.95,1.53,0.787,3.87,0.624,0.47100000000000003,0.207,7.1,120.0,0.11599999999999999,1.67,5.84,0.789,4.67,16.3,1.75,0.612,0.042,4.59,E001268,E001228,E000809,TM000321,T000842,0 days 00:11:02.723000000,HSRData_TrialMessages_Trial-T000842_Team-TM000321_Member-na_CondBtwn-ASI-UAZ-TA1_CondWin-na_Vers-1.metadata,asist3,7,UAZ,C-D
12,00:12:00,22.866666666666664,12.171666666666667,0.005185166666666667,1273.1666666666667,268.5,0.3333333333333333,10,773068,380,0.0,10.0,2.5,6.11,120.0,Engineering_Specialist,2.5,4.0,4.87,0.667,0.262,12.3,1.0,5.17,100.0,Medical_Specialist,1.0,5.0,6.8,0.75,0.198,6.1,1.5,2.49,140.0,Transport_Specialist,1.75,5.0,5.87,0.9440000000000001,0.16,2.95,1.53,0.787,3.87,0.624,0.47100000000000003,0.207,7.1,120.0,0.11599999999999999,1.67,5.84,0.789,4.67,16.3,1.75,0.612,0.042,4.59,E001268,E001228,E000809,TM000321,T000842,0 days 00:12:02.898000000,HSRData_TrialMessages_Trial-T000842_Team-TM000321_Member-na_CondBtwn-ASI-UAZ-TA1_CondWin-na_Vers-1.metadata,asist3,7,UAZ,C-D
13,00:13:00,21.883333333333336,13.283333333333333,0.0018246666666666665,1368.1666666666667,281.0,0.0,10,833259,390,0.0,10.0,2.5,6.11,120.0,Engineering_Specialist,2.5,4.0,4.87,0.667,0.262,12.3,1.0,5.17,100.0,Medical_Specialist,1.0,5.0,6.8,0.75,0.198,6.1,1.5,2.49,140.0,Transport_Specialist,1.75,5.0,5.87,0.9440000000000001,0.16,2.95,1.53,0.787,3.87,0.624,0.47100000000000003,0.207,7.1,120.0,0.11599999999999999,1.67,5.84,0.789,4.67,16.3,1.75,0.612,0.042,4.59,E001268,E001228,E000809,TM000321,T000842,0 days 00:13:03.072000000,HSRData_TrialMessages_Trial-T000842_Team-TM000321_Member-na_CondBtwn-ASI-UAZ-TA1_CondWin-na_Vers-1.metadata,asist3,7,UAZ,C-D
14,00:14:00,26.15,20.113333333333333,0.013288333333333334,1456.166666666667,284.0,0.5,100,893372,490,2.0,0.0,2.5,6.11,120.0,Engineering_Specialist,2.5,4.0,4.87,0.667,0.262,12.3,1.0,5.17,100.0,Medical_Specialist,1.0,5.0,6.8,0.75,0.198,6.1,1.5,2.49,140.0,Transport_Specialist,1.75,5.0,5.87,0.9440000000000001,0.16,2.95,1.53,0.787,3.87,0.624,0.47100000000000003,0.207,7.1,120.0,0.11599999999999999,1.67,5.84,0.789,4.67,16.3,1.75,0.612,0.042,4.59,E001268,E001228,E000809,TM000321,T000842,0 days 00:14:03.269000000,HSRData_TrialMessages_Trial-T000842_Team-TM000321_Member-na_CondBtwn-ASI-UAZ-TA1_CondWin-na_Vers-1.metadata,asist3,7,UAZ,C-D
15,00:15:00,26.36666666666667,10.813333333333333,0.0016756666666666665,1524.166666666667,292.5,0.0,100,953563,590,2.0,0.0,2.5,6.11,120.0,Engineering_Specialist,2.5,4.0,4.87,0.667,0.262,12.3,1.0,5.17,100.0,Medical_Specialist,1.0,5.0,6.8,0.75,0.198,6.1,1.5,2.49,140.0,Transport_Specialist,1.75,5.0,5.87,0.9440000000000001,0.16,2.95,1.53,0.787,3.87,0.624,0.47100000000000003,0.207,7.1,120.0,0.11599999999999999,1.67,5.84,0.789,4.67,16.3,1.75,0.612,0.042,4.59,E001268,E001228,E000809,TM000321,T000842,0 days 00:15:03.469000000,HSRData_TrialMessages_Trial-T000842_Team-TM000321_Member-na_CondBtwn-ASI-UAZ-TA1_CondWin-na_Vers-1.metadata,asist3,7,UAZ,C-D
16,00:16:00,21.2,11.001666666666667,0.00907566666666667,1597.666666666667,317.5,0.5,60,1013871,650,1.0,10.0,2.5,6.11,120.0,Engineering_Specialist,2.5,4.0,4.87,0.667,0.262,12.3,1.0,5.17,100.0,Medical_Specialist,1.0,5.0,6.8,0.75,0.198,6.1,1.5,2.49,140.0,Transport_Specialist,1.75,5.0,5.87,0.9440000000000001,0.16,2.95,1.53,0.787,3.87,0.624,0.47100000000000003,0.207,7.1,120.0,0.11599999999999999,1.67,5.84,0.789,4.67,16.3,1.75,0.612,0.042,4.59,E001268,E001228,E000809,TM000321,T000842,0 days 00:16:03.598000000,HSRData_TrialMessages_Trial-T000842_Team-TM000321_Member-na_CondBtwn-ASI-UAZ-TA1_CondWin-na_Vers-1.metadata,asist3,7,UAZ,C-D
0,00:00:00,30.2,30.2,0.0004166666666666667,56.83333333333334,12.916666666666664,0.0,0,50339,0,0.0,0.0,1.0,4.5,30.0,Engineering_Specialist,2.25,2.0,4.33,0.833,0.252,3.69,1.0,3.53,30.0,Medical_Specialist,1.0,5.0,6.07,0.5,0.162,3.76,1.0,3.58,30.0,Transport_Specialist,3.0,3.0,4.4,0.6940000000000001,0.16699999999999998,3.9,0.445,0.6759999999999999,0.0881,0.0,1.25,0.193,3.79,30.0,0.13699999999999998,1.0,4.93,0.802,3.33,0.0,2.08,0.825,0.0414,3.87,E000669,E000686,E000659,TM000214,T000628,0 days 00:00:00.000000000,HSRData_TrialMessages_Trial-T000628_Team-TM000214_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata,asist3,1,No Advisor,A-B
1,00:01:00,30.116666666666664,30.116666666666664,0.0,210.5,19.9,0.0,0,110552,0,0.0,0.0,1.0,4.5,30.0,Engineering_Specialist,2.25,2.0,4.33,0.833,0.252,3.69,1.0,3.53,30.0,Medical_Specialist,1.0,5.0,6.07,0.5,0.162,3.76,1.0,3.58,30.0,Transport_Specialist,3.0,3.0,4.4,0.6940000000000001,0.16699999999999998,3.9,0.445,0.6759999999999999,0.0881,0.0,1.25,0.193,3.79,30.0,0.13699999999999998,1.0,4.93,0.802,3.33,0.0,2.08,0.825,0.0414,3.87,E000669,E000686,E000659,TM000214,T000628,0 days 00:01:00.372000000,HSRData_TrialMessages_Trial-T000628_Team-TM000214_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata,asist3,1,No Advisor,A-B
2,00:02:00,29.03333333333333,19.456666666666667,0.01329,366.16666666666674,29.4,0.16666666666666666,0,170809,0,0.0,0.0,1.0,4.5,30.0,Engineering_Specialist,2.25,2.0,4.33,0.833,0.252,3.69,1.0,3.53,30.0,Medical_Specialist,1.0,5.0,6.07,0.5,0.162,3.76,1.0,3.58,30.0,Transport_Specialist,3.0,3.0,4.4,0.6940000000000001,0.16699999999999998,3.9,0.445,0.6759999999999999,0.0881,0.0,1.25,0.193,3.79,30.0,0.13699999999999998,1.0,4.93,0.802,3.33,0.0,2.08,0.825,0.0414,3.87,E000669,E000686,E000659,TM000214,T000628,0 days 00:02:00.593000000,HSRData_TrialMessages_Trial-T000628_Team-TM000214_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata,asist3,1,No Advisor,A-B
3,00:03:00,24.566666666666666,21.96666666666667,0.012528333333333336,470.66666666666674,37.2,0.3333333333333333,50,231120,50,1.0,0.0,1.0,4.5,30.0,Engineering_Specialist,2.25,2.0,4.33,0.833,0.252,3.69,1.0,3.53,30.0,Medical_Specialist,1.0,5.0,6.07,0.5,0.162,3.76,1.0,3.58,30.0,Transport_Specialist,3.0,3.0,4.4,0.6940000000000001,0.16699999999999998,3.9,0.445,0.6759999999999999,0.0881,0.0,1.25,0.193,3.79,30.0,0.13699999999999998,1.0,4.93,0.802,3.33,0.0,2.08,0.825,0.0414,3.87,E000669,E000686,E000659,TM000214,T000628,0 days 00:03:00.862000000,HSRData_TrialMessages_Trial-T000628_Team-TM000214_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata,asist3,1,No Advisor,A-B
4,00:04:00,20.266666666666666,14.156666666666665,0.009808666666666669,661.3333333333334,44.18333333333334,0.16666666666666666,20,291443,70,0.0,20.0,1.0,4.5,30.0,Engineering_Specialist,2.25,2.0,4.33,0.833,0.252,3.69,1.0,3.53,30.0,Medical_Specialist,1.0,5.0,6.07,0.5,0.162,3.76,1.0,3.58,30.0,Transport_Specialist,3.0,3.0,4.4,0.6940000000000001,0.16699999999999998,3.9,0.445,0.6759999999999999,0.0881,0.0,1.25,0.193,3.79,30.0,0.13699999999999998,1.0,4.93,0.802,3.33,0.0,2.08,0.825,0.0414,3.87,E000669,E000686,E000659,TM000214,T000628,0 days 00:04:01.218000000,HSRData_TrialMessages_Trial-T000628_Team-TM000214_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata,asist3,1,No Advisor,A-B
5,00:05:00,23.850000000000005,18.93,0.0056183333333333346,831.3333333333335,73.63333333333334,0.16666666666666666,0,351641,70,0.0,0.0,1.0,4.5,30.0,Engineering_Specialist,2.25,2.0,4.33,0.833,0.252,3.69,1.0,3.53,30.0,Medical_Specialist,1.0,5.0,6.07,0.5,0.162,3.76,1.0,3.58,30.0,Transport_Specialist,3.0,3.0,4.4,0.6940000000000001,0.16699999999999998,3.9,0.445,0.6759999999999999,0.0881,0.0,1.25,0.193,3.79,30.0,0.13699999999999998,1.0,4.93,0.802,3.33,0.0,2.08,0.825,0.0414,3.87,E000669,E000686,E000659,TM000214,T000628,0 days 00:05:01.490000000,HSRData_TrialMessages_Trial-T000628_Team-TM000214_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata,asist3,1,No Advisor,A-B
6,00:06:00,23.5,16.166666666666668,0.009066666666666666,1010.0,86.41666666666669,0.3333333333333333,60,412021,130,1.0,10.0,1.0,4.5,30.0,Engineering_Specialist,2.25,2.0,4.33,0.833,0.252,3.69,1.0,3.53,30.0,Medical_Specialist,1.0,5.0,6.07,0.5,0.162,3.76,1.0,3.58,30.0,Transport_Specialist,3.0,3.0,4.4,0.6940000000000001,0.16699999999999998,3.9,0.445,0.6759999999999999,0.0881,0.0,1.25,0.193,3.79,30.0,0.13699999999999998,1.0,4.93,0.802,3.33,0.0,2.08,0.825,0.0414,3.87,E000669,E000686,E000659,TM000214,T000628,0 days 00:06:01.676000000,HSRData_TrialMessages_Trial-T000628_Team-TM000214_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata,asist3,1,No Advisor,A-B
7,00:07:00,19.883333333333336,11.488333333333335,0.007823333333333335,1163.6666666666667,82.4,0.3333333333333333,10,472325,140,0.0,10.0,1.0,4.5,30.0,Engineering_Specialist,2.25,2.0,4.33,0.833,0.252,3.69,1.0,3.53,30.0,Medical_Specialist,1.0,5.0,6.07,0.5,0.162,3.76,1.0,3.58,30.0,Transport_Specialist,3.0,3.0,4.4,0.6940000000000001,0.16699999999999998,3.9,0.445,0.6759999999999999,0.0881,0.0,1.25,0.193,3.79,30.0,0.13699999999999998,1.0,4.93,0.802,3.33,0.0,2.08,0.825,0.0414,3.87,E000669,E000686,E000659,TM000214,T000628,0 days 00:07:02.083000000,HSRData_TrialMessages_Trial-T000628_Team-TM000214_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata,asist3,1,No Advisor,A-B
8,00:08:00,19.916666666666668,10.131666666666666,0.010224833333333334,1297.6666666666667,88.48333333333332,0.5,10,532582,150,0.0,10.0,1.0,4.5,30.0,Engineering_Specialist,2.25,2.0,4.33,0.833,0.252,3.69,1.0,3.53,30.0,Medical_Specialist,1.0,5.0,6.07,0.5,0.162,3.76,1.0,3.58,30.0,Transport_Specialist,3.0,3.0,4.4,0.6940000000000001,0.16699999999999998,3.9,0.445,0.6759999999999999,0.0881,0.0,1.25,0.193,3.79,30.0,0.13699999999999998,1.0,4.93,0.802,3.33,0.0,2.08,0.825,0.0414,3.87,E000669,E000686,E000659,TM000214,T000628,0 days 00:08:02.380000000,HSRData_TrialMessages_Trial-T000628_Team-TM000214_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata,asist3,1,No Advisor,A-B
9,00:09:00,24.6,17.488333333333333,0.0077535,1410.833333333333,96.58333333333331,0.6666666666666666,10,592749,160,0.0,10.0,1.0,4.5,30.0,Engineering_Specialist,2.25,2.0,4.33,0.833,0.252,3.69,1.0,3.53,30.0,Medical_Specialist,1.0,5.0,6.07,0.5,0.162,3.76,1.0,3.58,30.0,Transport_Specialist,3.0,3.0,4.4,0.6940000000000001,0.16699999999999998,3.9,0.445,0.6759999999999999,0.0881,0.0,1.25,0.193,3.79,30.0,0.13699999999999998,1.0,4.93,0.802,3.33,0.0,2.08,0.825,0.0414,3.87,E000669,E000686,E000659,TM000214,T000628,0 days 00:09:02.625000000,HSRData_TrialMessages_Trial-T000628_Team-TM000214_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata,asist3,1,No Advisor,A-B
10,00:10:00,20.866666666666667,12.268333333333333,0.004648500000000001,1536.333333333333,106.5,0.16666666666666666,50,653005,210,1.0,0.0,1.0,4.5,30.0,Engineering_Specialist,2.25,2.0,4.33,0.833,0.252,3.69,1.0,3.53,30.0,Medical_Specialist,1.0,5.0,6.07,0.5,0.162,3.76,1.0,3.58,30.0,Transport_Specialist,3.0,3.0,4.4,0.6940000000000001,0.16699999999999998,3.9,0.445,0.6759999999999999,0.0881,0.0,1.25,0.193,3.79,30.0,0.13699999999999998,1.0,4.93,0.802,3.33,0.0,2.08,0.825,0.0414,3.87,E000669,E000686,E000659,TM000214,T000628,0 days 00:10:02.785000000,HSRData_TrialMessages_Trial-T000628_Team-TM000214_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata,asist3,1,No Advisor,A-B
11,00:11:00,25.700000000000006,18.958333333333336,0.007688166666666667,1696.5,116.83333333333331,0.3333333333333333,50,713224,260,1.0,0.0,1.0,4.5,30.0,Engineering_Specialist,2.25,2.0,4.33,0.833,0.252,3.69,1.0,3.53,30.0,Medical_Specialist,1.0,5.0,6.07,0.5,0.162,3.76,1.0,3.58,30.0,Transport_Specialist,3.0,3.0,4.4,0.6940000000000001,0.16699999999999998,3.9,0.445,0.6759999999999999,0.0881,0.0,1.25,0.193,3.79,30.0,0.13699999999999998,1.0,4.93,0.802,3.33,0.0,2.08,0.825,0.0414,3.87,E000669,E000686,E000659,TM000214,T000628,0 days 00:11:03.037000000,HSRData_TrialMessages_Trial-T000628_Team-TM000214_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata,asist3,1,No Advisor,A-B
12,00:12:00,28.83333333333333,19.416666666666668,0.0003054333333333333,1816.333333333333,110.83333333333331,0.0,130,773520,390,2.0,30.0,1.0,4.5,30.0,Engineering_Specialist,2.25,2.0,4.33,0.833,0.252,3.69,1.0,3.53,30.0,Medical_Specialist,1.0,5.0,6.07,0.5,0.162,3.76,1.0,3.58,30.0,Transport_Specialist,3.0,3.0,4.4,0.6940000000000001,0.16699999999999998,3.9,0.445,0.6759999999999999,0.0881,0.0,1.25,0.193,3.79,30.0,0.13699999999999998,1.0,4.93,0.802,3.33,0.0,2.08,0.825,0.0414,3.87,E000669,E000686,E000659,TM000214,T000628,0 days 00:12:03.316000000,HSRData_TrialMessages_Trial-T000628_Team-TM000214_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata,asist3,1,No Advisor,A-B
13,00:13:00,24.11666666666667,4.1066666666666665,0.0006946666666666668,1975.333333333333,119.5,0.0,50,833745,440,1.0,0.0,1.0,4.5,30.0,Engineering_Specialist,2.25,2.0,4.33,0.833,0.252,3.69,1.0,3.53,30.0,Medical_Specialist,1.0,5.0,6.07,0.5,0.162,3.76,1.0,3.58,30.0,Transport_Specialist,3.0,3.0,4.4,0.6940000000000001,0.16699999999999998,3.9,0.445,0.6759999999999999,0.0881,0.0,1.25,0.193,3.79,30.0,0.13699999999999998,1.0,4.93,0.802,3.33,0.0,2.08,0.825,0.0414,3.87,E000669,E000686,E000659,TM000214,T000628,0 days 00:13:03.554000000,HSRData_TrialMessages_Trial-T000628_Team-TM000214_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata,asist3,1,No Advisor,A-B
